01.01	25	3728
02.01	28	3377
03.01	24	3832
03.02	23	1945
03.03	35	3840
03.04	4	630
03.05	20	2647
03.06	14	1740
03.07	24	2713
03.08	17	1988
03.09	50	6293
03.10	19	3058
03.11	17	2357
03.12	7	1125
03.13	33	5517
03.14	19	3170
03.15	26	2539
03.16	39	4226
03.17	35	4527
03.18	30	5349
03.19	117	12342
03.20	36	4637
03.21	135	13898
03.22	49	4849
03.23	21	3567
03.24	42	4522
04.01	86	11689
05.01	70	9799
